Measure,Segmentation,Template,Intensity,Label_1
RefVolume,-,sub-111_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,124.12502
RefVolume,-,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,90.875
RefVolume,-,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,43.5
RefVolume,-,sub-114_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,132.25
RefVolume,-,sub-115_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,104.25
RefVolume,-,sub-116_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,43.5
RefVolume,-,sub-117_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,164.75
RefVolume,-,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,64.0
RefVolume,-,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,87.875
RefVolume,-,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,120.125
RefVolume,-,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,111.875
RefVolume,-,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,111.875
RefVolume,-,sub-112_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,79.625
RefVolume,-,sub-113_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,60.25
RefVolume,-,sub-114_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,132.25
RefVolume,-,sub-115_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,104.25
RefVolume,-,sub-117_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,164.75
RefVolume,-,sub-118_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,75.75
RefVolume,-,sub-119_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,113.625
RefVolume,-,sub-120_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,150.125
RefVolume,-,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,111.875
 
Volume_difference,sub-111_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,sub-111_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.13293052
Volume_difference,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.25447047
Volume_difference,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.12931037
Volume_difference,sub-114_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-114_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.35727787
Volume_difference,sub-115_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-115_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.06834531
Volume_difference,sub-116_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-116_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.4798851
Volume_difference,sub-117_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-117_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.42564493
Volume_difference,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.1875
Volume_difference,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.08677095
Volume_difference,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.4630593
Volume_difference,sub-000_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.113966465
Volume_difference,sub-000_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.113966465
Volume_difference,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-112_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.4317112
Volume_difference,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-113_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.18464732
Volume_difference,sub-114_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-114_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.35727787
Volume_difference,sub-115_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-115_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.06834531
Volume_difference,sub-117_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-117_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.42564493
Volume_difference,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-118_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.0033003092
Volume_difference,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-119_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.29372936
Volume_difference,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-120_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.57035804
Volume_difference,sub-000_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.113966465
 
Dice_overlap,sub-111_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,sub-111_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.74649405
Dice_overlap,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.72117144
Dice_overlap,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.7719298
Dice_overlap,sub-114_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-114_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.6708861
Dice_overlap,sub-115_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-115_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.6368715
Dice_overlap,sub-116_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-116_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.6419467
Dice_overlap,sub-117_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-117_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.6274699
Dice_overlap,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.6142857
Dice_overlap,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.8163569
Dice_overlap,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.6824645
Dice_overlap,sub-000_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.8044397
Dice_overlap,sub-000_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.8044397
Dice_overlap,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-112_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.67269206
Dice_overlap,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-113_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.7222857
Dice_overlap,sub-114_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-114_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.6708861
Dice_overlap,sub-115_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-115_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.6368715
Dice_overlap,sub-117_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-117_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.6274699
Dice_overlap,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-118_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.5996705
Dice_overlap,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-119_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.7169568
Dice_overlap,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-120_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.5626092
Dice_overlap,sub-000_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.8044397
 
Dilated_Dice_overlap,sub-111_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,sub-111_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.9644013
Dilated_Dice_overlap,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.9676632
Dilated_Dice_overlap,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.9662618
Dilated_Dice_overlap,sub-114_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-114_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.87859607
Dilated_Dice_overlap,sub-115_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-115_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.8553693
Dilated_Dice_overlap,sub-116_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-116_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.8713789
Dilated_Dice_overlap,sub-117_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-117_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.8568675
Dilated_Dice_overlap,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.87142855
Dilated_Dice_overlap,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.9910781
Dilated_Dice_overlap,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.9201083
Dilated_Dice_overlap,sub-000_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.9878436
Dilated_Dice_overlap,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-112_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.9270497
Dilated_Dice_overlap,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-113_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.9417143
Dilated_Dice_overlap,sub-114_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-114_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.87859607
Dilated_Dice_overlap,sub-115_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-115_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.8553693
Dilated_Dice_overlap,sub-117_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-117_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.8568675
Dilated_Dice_overlap,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-118_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.8624382
Dilated_Dice_overlap,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-119_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.926499
Dilated_Dice_overlap,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-120_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.7600466
 
Average_surface_distance,sub-111_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,sub-111_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.7661277
Average_surface_distance,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.86472106
Average_surface_distance,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.5639585
Average_surface_distance,sub-114_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-114_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,1.0835128
Average_surface_distance,sub-115_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-115_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,1.242554
Average_surface_distance,sub-116_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-116_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,1.0729705
Average_surface_distance,sub-117_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-117_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,1.2484025
Average_surface_distance,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-118_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,1.1720828
Average_surface_distance,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-119_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.5397006
Average_surface_distance,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-120_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.98479015
Average_surface_distance,sub-000_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.6587175
Average_surface_distance,sub-000_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-000_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-jfa_calc-bin_out.nii.gz,-,0.6587175
Average_surface_distance,sub-112_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-112_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.9551817
Average_surface_distance,sub-113_ses-1_acq-sb2_mod-r1hz_orient-std_brain_mask-mgn_hem-r_rat-aax_calc-bin_out.nii.gz,sub-113_ses-1_acq-sb2_mod-r1hz_mask-mgn_hem-r_rat-opx_calc-bin_out.nii.gz,-,0.67679375
